Agro_ecology,Site,Month,Year,TempMaxi,TempMini,RHMaxi,RHMini,Rainfall,Attractant,Trap,B_dorsa
NGS,Natitingou,January,2009,35.5,18.9,59,47,0,ME,2,5
NGS,Natitingou,January,2009,35.5,18.9,59,47,0,ME,3,6
NGS,Ndali,January,2009,36.4,20.1,59,20,0,ME,1,52
NGS,Ndali,January,2009,36.4,20.1,59,20,0,ME,2,88
NGS,Ndali,January,2009,36.4,20.1,59,20,0,ME,3,44
NGS,Papatia,January,2009,35.5,18.9,59,47,0,ME,1,3
NGS,Papatia,January,2009,35.5,18.9,59,47,0,ME,2,14
NGS,Parakou,January,2009,36.4,20.1,59,20,0,ME,1,17
NGS,Parakou,January,2009,36.4,20.1,59,20,0,ME,2,15
SGS,Bassila,January,2009,36.4,20.1,59,20,0,ME,1,238
SGS,Bassila,October,2009,36.4,20.1,59,20,0,ME,2,39
NGS,Natitingou,December,2007,35.2,19.1,56.9,23.8,2.1,ME,1,148
NGS,Natitingou,December,2007,35.2,19.1,56.9,23.8,2.1,ME,2,81
NGS,Natitingou,December,2007,35.2,19.1,56.9,23.8,2.1,ME,3,60
NGS,Papatia,December,2007,35.2,19.1,56.9,23.8,2.1,ME,1,81
NGS,Papatia,December,2007,35.2,19.1,56.9,23.8,2.1,ME,2,56
NGS,Natitingou,March,2007,38.9,23.9,56,24,37.7,ME,1,0
NGS,Natitingou,March,2007,38.9,23.9,56,24,37.7,ME,2,0
SGS,Akofodjoule,January,2007,36.6,20.4,56,24,0,ME,1,35
NGS,Natitingou,December,2005,36.5,19.5,53,18,0,ME,1,281
NGS,Ndali,December,2006,36.6,19,48,18,0,ME,1,292
NGS,Ndali,December,2006,36.6,19,48,18,0,ME,2,117
SGS,Bassila,December,2006,36.6,19,48,18,0,ME,1,308
SGS,Bassila,September,2007,36.6,19,48,18,0,ME,2,2625
SGS,Bassila,November,2008,36.6,19,48,18,0,ME,3,532
NGS,Natitingou,February,2007,37.7,21.5,47,22,0,ME,1,0
NGS,Natitingou,February,2007,37.7,21.5,47,22,0,ME,2,0
FSM,Iloulofin,April,2010,35,25.3,44,54,129.7,ME,1,7387
FSM,Iloulofin,April,2010,35,25.3,44,54,129.7,ME,2,6974
FSM,Iloulofin,April,2010,35,25.3,44,54,129.7,ME,3,6728
FSM,Ketou,April,2010,35,25.3,44,54,129.7,ME,1,4443
FSM,Ketou,April,2010,35,25.3,44,54,129.7,ME,2,3417
FSM,Ketou,April,2010,35,25.3,44,54,129.7,ME,3,1724
NGS,Natitingou,January,2007,33.3,19.3,44,23,0,ME,1,7
NGS,Natitingou,January,2007,33.3,19.3,44,23,0,ME,2,5
NGS,Ndali,February,2008,38.1,21.3,41,13.3,0,ME,1,2
NGS,Ndali,February,2008,38.1,21.3,41,13.3,0,ME,2,1
NGS,Ndali,February,2008,38.1,21.3,41,13.3,0,ME,3,3
NGS,Parakou,February,2008,38.1,21.3,41,13.3,0,ME,1,4
NGS,Parakou,February,2008,38.1,21.3,41,13.3,0,ME,2,5
SGS,Bassila,February,2008,38.1,21.3,41,13.3,0,ME,1,24
SGS,Bassila,November,2008,38.1,21.3,41,13.3,0,ME,2,565
SGS,Bassila,January,2010,38.1,21.3,41,13.3,0,ME,3,73
NGS,Ndali,January,2007,36.3,18.9,39,14,0,ME,1,6
NGS,Ndali,January,2007,36.3,18.9,39,14,0,ME,2,0
SGS,Bassila,January,2007,36.3,18.9,39,14,0,ME,1,86
SGS,Bassila,October,2007,36.3,18.9,39,14,0,ME,2,2223
SGS,Bassila,December,2008,36.3,18.9,39,14,0,ME,3,92
NGS,Natitingou,March,2006,38.6,24.3,38.6,24.3,1.8,ME,1,19
NGS,Natitingou,March,2006,38.6,24.3,38.6,24.3,1.8,ME,2,7
NGS,Natitingou,January,2008,33.1,17.8,38.5,17.6,0,ME,1,45
NGS,Natitingou,January,2008,33.1,17.8,38.5,17.6,0,ME,2,25
NGS,Natitingou,January,2008,33.1,17.8,38.5,17.6,0,ME,3,16
NGS,Papatia,January,2008,33.1,17.8,38.5,17.6,0,ME,1,10
NGS,Papatia,January,2008,33.1,17.8,38.5,17.6,0,ME,2,15
NGS,Natitingou,April,2006,38.2,24.8,38.2,24.8,48.8,ME,1,122
NGS,Natitingou,April,2006,38.2,24.8,38.2,24.8,48.8,ME,2,104
NGS,Natitingou,February,2006,37.3,21.9,37.3,21.9,12.4,ME,1,42
NGS,Natitingou,February,2006,37.3,21.9,37.3,21.9,12.4,ME,2,4
NGS,Natitingou,January,2006,37,20.8,37,20.8,0,ME,1,12
NGS,Natitingou,November,2006,35.1,18.1,35.1,18.1,0,ME,1,827
NGS,Natitingou,November,2006,35.1,18.1,35.1,18.1,0,ME,2,322
NGS,Natitingou,December,2006,33.7,16.1,33.7,16.1,0,ME,1,125
NGS,Natitingou,December,2006,33.7,16.1,33.7,16.1,0,ME,2,56
NGS,Natitingou,May,2006,33.5,22.7,33.5,22.7,122.8,ME,1,623
NGS,Natitingou,May,2006,33.5,22.7,33.5,22.7,122.8,ME,2,469
NGS,Natitingou,October,2006,32.9,21.4,32.9,21.4,120,ME,1,1038
NGS,Natitingou,October,2006,32.9,21.4,32.9,21.4,120,ME,2,670
NGS,Natitingou,June,2006,32.8,22.9,32.8,22.9,90.4,ME,1,996
NGS,Natitingou,June,2006,32.8,22.9,32.8,22.9,90.4,ME,2,1265
NGS,Natitingou,February,2008,36.9,21.1,31.2,12.9,0,ME,1,0
NGS,Natitingou,February,2008,36.9,21.1,31.2,12.9,0,ME,2,0
NGS,Natitingou,February,2008,36.9,21.1,31.2,12.9,0,ME,3,0
NGS,Papatia,February,2008,36.9,21.1,31.2,12.9,0,ME,1,0
NGS,Papatia,February,2008,36.9,21.1,31.2,12.9,0,ME,2,0
NGS,Natitingou,July,2006,31,22.3,31,22.3,72,ME,1,11535
NGS,Natitingou,July,2006,31,22.3,31,22.3,72,ME,2,7675
NGS,Ndali,January,2008,35.2,18.2,31,13.5,0,ME,1,120
NGS,Ndali,January,2008,35.2,18.2,31,13.5,0,ME,2,55
NGS,Ndali,January,2008,35.2,18.2,31,13.5,0,ME,3,148
NGS,Parakou,January,2008,35.2,18.2,31,13.5,0,ME,1,15
NGS,Parakou,January,2008,35.2,18.2,31,13.5,0,ME,2,16
SGS,Bassila,January,2008,35.2,18.2,31,13.5,0,ME,1,46
SGS,Bassila,October,2008,35.2,18.2,31,13.5,0,ME,2,1498
SGS,Bassila,December,2009,35.2,18.2,31,13.5,0,ME,3,101
NGS,Natitingou,September,2006,30.3,20.8,30.3,20.8,295.5,ME,1,2358
NGS,Natitingou,September,2006,30.3,20.8,30.3,20.8,295.5,ME,2,1690
NGS,Natitingou,August,2006,29.7,22.1,29.7,22.1,253,ME,1,2973
NGS,Natitingou,August,2006,29.7,22.1,29.7,22.1,253,ME,2,2787
FSM,Ketou,November,2008,34.4,24.1,25.7,47.4,0,ME,1,176
FSM,Ketou,November,2008,34.4,24.1,25.7,47.4,0,ME,2,174
FSM,Lalo,November,2008,34.4,24.1,25.7,47.4,7.5,ME,1,159
FSM,Lalo,November,2008,34.4,24.1,25.7,47.4,7.5,ME,2,90
