Agro_ecology,Site,Month,Year,TempMaxi,TempMini,RHMaxi,RHMini,Rainfall,Attractant,Trap,B_dorsa,latitude,longitude
NGS,Natitingou,November,2007,35.3,19.9,60,35,12.1,ME,3,281,10.30416,1.37962
NGS,Ndali,January,2010,36.7,20.6,60,17,0,ME,1,54,9.8592172,2.6998899
NGS,Ndali,January,2010,36.7,20.6,60,17,0,ME,2,44,9.8592172,2.6998899
NGS,Ndali,January,2010,36.7,20.6,60,17,0,ME,3,141,9.8592172,2.6998899
NGS,Papatia,November,2007,35.3,19.9,60,35,12.1,ME,1,146,6.4000211,2.0491574
NGS,Papatia,November,2007,35.3,19.9,60,35,12.1,ME,2,153,6.4000211,2.0491574
NGS,Parakou,January,2010,36.7,20.6,60,17,0,ME,1,22,9.33716,2.63031
NGS,Parakou,January,2010,36.7,20.6,60,17,0,ME,2,20,9.33716,2.63031
NGS,Parakou,January,2010,36.7,20.6,60,17,0,ME,3,66,9.33716,2.63031
SGS,Alafiarou1,January,2010,36.7,20.6,60,17,0,ME,1,25,9.8923435,3.4187595
SGS,Alafiarou1,January,2010,36.7,20.6,60,17,0,ME,2,24,9.8923435,3.4187595
SGS,Alafiarou1,January,2010,36.7,20.6,60,17,0,ME,3,16,9.8923435,3.4187595
SGS,Alafiarou2,January,2010,36.7,20.6,60,17,0,ME,1,29,9.8923435,3.4187595
SGS,Alafiarou2,January,2010,36.7,20.6,60,17,0,ME,2,25,9.8923435,3.4187595
SGS,Alafiarou2,January,2010,36.7,20.6,60,17,0,ME,3,59,9.8923435,3.4187595
SGS,Bassila,January,2010,36.7,20.6,60,17,0,ME,1,136,9.00814,1.6654
SGS,Tchourou1,January,2010,36.7,20.6,60,17,0,ME,1,8,8.88649,2.59753
SGS,Tchourou1,January,2010,36.7,20.6,60,17,0,ME,2,25,8.88649,2.59753
SGS,Tchourou1,January,2010,36.7,20.6,60,17,0,ME,3,23,8.88649,2.59753
SGS,Tchourou2,January,2010,36.7,20.6,60,17,0,ME,1,42,8.88649,2.59753
SGS,Tchourou2,January,2010,36.7,20.6,60,17,0,ME,2,23,8.88649,2.59753
SGS,Tchourou2,January,2010,36.7,20.6,60,17,0,ME,3,35,8.88649,2.59753
NGS,Natitingou,January,2009,35.5,18.9,59,47,0,ME,1,34,10.30416,1.37962
NGS,Natitingou,January,2009,35.5,18.9,59,47,0,ME,2,5,10.30416,1.37962
NGS,Natitingou,January,2009,35.5,18.9,59,47,0,ME,3,6,10.30416,1.37962
NGS,Ndali,January,2009,36.4,20.1,59,20,0,ME,1,52,9.8592172,2.6998899
NGS,Ndali,January,2009,36.4,20.1,59,20,0,ME,2,88,9.8592172,2.6998899
NGS,Ndali,January,2009,36.4,20.1,59,20,0,ME,3,44,9.8592172,2.6998899
NGS,Papatia,January,2009,35.5,18.9,59,47,0,ME,1,3,6.4000211,2.0491574
NGS,Papatia,January,2009,35.5,18.9,59,47,0,ME,2,14,6.4000211,2.0491574
NGS,Parakou,January,2009,36.4,20.1,59,20,0,ME,1,17,9.33716,2.63031
NGS,Parakou,January,2009,36.4,20.1,59,20,0,ME,2,15,9.33716,2.63031
SGS,Bassila,January,2009,36.4,20.1,59,20,0,ME,1,238,9.00814,1.6654
SGS,Bassila,October,2009,36.4,20.1,59,20,0,ME,2,39,9.00814,1.6654
NGS,Natitingou,December,2007,35.2,19.1,56.9,23.8,2.1,ME,1,148,10.30416,1.37962
NGS,Natitingou,December,2007,35.2,19.1,56.9,23.8,2.1,ME,2,81,10.30416,1.37962
NGS,Natitingou,December,2007,35.2,19.1,56.9,23.8,2.1,ME,3,60,10.30416,1.37962
NGS,Papatia,December,2007,35.2,19.1,56.9,23.8,2.1,ME,1,81,6.4000211,2.0491574
NGS,Papatia,December,2007,35.2,19.1,56.9,23.8,2.1,ME,2,56,6.4000211,2.0491574
NGS,Natitingou,March,2007,38.9,23.9,56,24,37.7,ME,1,0,10.30416,1.37962
NGS,Natitingou,March,2007,38.9,23.9,56,24,37.7,ME,2,0,10.30416,1.37962
SGS,Akofodjoule,January,2007,36.6,20.4,56,24,0,ME,1,35,7.75,2.38289865
NGS,Natitingou,December,2005,36.5,19.5,53,18,0,ME,1,281,10.30416,1.37962
NGS,Ndali,December,2006,36.6,19,48,18,0,ME,1,292,9.8592172,2.6998899
NGS,Ndali,December,2006,36.6,19,48,18,0,ME,2,117,9.8592172,2.6998899
SGS,Bassila,December,2006,36.6,19,48,18,0,ME,1,308,9.00814,1.6654
SGS,Bassila,September,2007,36.6,19,48,18,0,ME,2,2625,9.00814,1.6654
SGS,Bassila,November,2008,36.6,19,48,18,0,ME,3,532,9.00814,1.6654
NGS,Natitingou,February,2007,37.7,21.5,47,22,0,ME,1,0,10.30416,1.37962
NGS,Natitingou,February,2007,37.7,21.5,47,22,0,ME,2,0,10.30416,1.37962
FSM,Iloulofin,April,2010,35,25.3,44,54,129.7,ME,1,7387,6.98008,2.6649
FSM,Iloulofin,April,2010,35,25.3,44,54,129.7,ME,2,6974,6.98008,2.6649
FSM,Iloulofin,April,2010,35,25.3,44,54,129.7,ME,3,6728,6.98008,2.6649
FSM,Ketou,April,2010,35,25.3,44,54,129.7,ME,1,4443,7.36332,2.59978
FSM,Ketou,April,2010,35,25.3,44,54,129.7,ME,2,3417,7.36332,2.59978
FSM,Ketou,April,2010,35,25.3,44,54,129.7,ME,3,1724,7.36332,2.59978
NGS,Natitingou,January,2007,33.3,19.3,44,23,0,ME,1,7,10.30416,1.37962
NGS,Natitingou,January,2007,33.3,19.3,44,23,0,ME,2,5,10.30416,1.37962
NGS,Ndali,February,2008,38.1,21.3,41,13.3,0,ME,1,2,9.8592172,2.6998899
NGS,Ndali,February,2008,38.1,21.3,41,13.3,0,ME,2,1,9.8592172,2.6998899
NGS,Ndali,February,2008,38.1,21.3,41,13.3,0,ME,3,3,9.8592172,2.6998899
NGS,Parakou,February,2008,38.1,21.3,41,13.3,0,ME,1,4,9.33716,2.63031
NGS,Parakou,February,2008,38.1,21.3,41,13.3,0,ME,2,5,9.33716,2.63031
SGS,Bassila,February,2008,38.1,21.3,41,13.3,0,ME,1,24,9.00814,1.6654
SGS,Bassila,November,2008,38.1,21.3,41,13.3,0,ME,2,565,9.00814,1.6654
SGS,Bassila,January,2010,38.1,21.3,41,13.3,0,ME,3,73,9.00814,1.6654
NGS,Ndali,January,2007,36.3,18.9,39,14,0,ME,1,6,9.8592172,2.6998899
NGS,Ndali,January,2007,36.3,18.9,39,14,0,ME,2,0,9.8592172,2.6998899
SGS,Bassila,January,2007,36.3,18.9,39,14,0,ME,1,86,9.00814,1.6654
SGS,Bassila,October,2007,36.3,18.9,39,14,0,ME,2,2223,9.00814,1.6654
SGS,Bassila,December,2008,36.3,18.9,39,14,0,ME,3,92,9.00814,1.6654
NGS,Natitingou,March,2006,38.6,24.3,38.6,24.3,1.8,ME,1,19,10.30416,1.37962
NGS,Natitingou,March,2006,38.6,24.3,38.6,24.3,1.8,ME,2,7,10.30416,1.37962
NGS,Natitingou,January,2008,33.1,17.8,38.5,17.6,0,ME,1,45,10.30416,1.37962
NGS,Natitingou,January,2008,33.1,17.8,38.5,17.6,0,ME,2,25,10.30416,1.37962
NGS,Natitingou,January,2008,33.1,17.8,38.5,17.6,0,ME,3,16,10.30416,1.37962
NGS,Papatia,January,2008,33.1,17.8,38.5,17.6,0,ME,1,10,6.4000211,2.0491574
NGS,Papatia,January,2008,33.1,17.8,38.5,17.6,0,ME,2,15,6.4000211,2.0491574
NGS,Natitingou,April,2006,38.2,24.8,38.2,24.8,48.8,ME,1,122,10.30416,1.37962
NGS,Natitingou,April,2006,38.2,24.8,38.2,24.8,48.8,ME,2,104,10.30416,1.37962
NGS,Natitingou,February,2006,37.3,21.9,37.3,21.9,12.4,ME,1,42,10.30416,1.37962
NGS,Natitingou,February,2006,37.3,21.9,37.3,21.9,12.4,ME,2,4,10.30416,1.37962
NGS,Natitingou,January,2006,37,20.8,37,20.8,0,ME,1,12,10.30416,1.37962
NGS,Natitingou,November,2006,35.1,18.1,35.1,18.1,0,ME,1,827,10.30416,1.37962
NGS,Natitingou,November,2006,35.1,18.1,35.1,18.1,0,ME,2,322,10.30416,1.37962
NGS,Natitingou,December,2006,33.7,16.1,33.7,16.1,0,ME,1,125,10.30416,1.37962
NGS,Natitingou,December,2006,33.7,16.1,33.7,16.1,0,ME,2,56,10.30416,1.37962
NGS,Natitingou,May,2006,33.5,22.7,33.5,22.7,122.8,ME,1,623,10.30416,1.37962
NGS,Natitingou,May,2006,33.5,22.7,33.5,22.7,122.8,ME,2,469,10.30416,1.37962
NGS,Natitingou,October,2006,32.9,21.4,32.9,21.4,120,ME,1,1038,10.30416,1.37962
NGS,Natitingou,October,2006,32.9,21.4,32.9,21.4,120,ME,2,670,10.30416,1.37962
NGS,Natitingou,June,2006,32.8,22.9,32.8,22.9,90.4,ME,1,996,10.30416,1.37962
NGS,Natitingou,June,2006,32.8,22.9,32.8,22.9,90.4,ME,2,1265,10.30416,1.37962
NGS,Natitingou,February,2008,36.9,21.1,31.2,12.9,0,ME,1,0,10.30416,1.37962
NGS,Natitingou,February,2008,36.9,21.1,31.2,12.9,0,ME,2,0,10.30416,1.37962
NGS,Natitingou,February,2008,36.9,21.1,31.2,12.9,0,ME,3,0,10.30416,1.37962
NGS,Papatia,February,2008,36.9,21.1,31.2,12.9,0,ME,1,0,6.4000211,2.0491574
NGS,Papatia,February,2008,36.9,21.1,31.2,12.9,0,ME,2,0,6.4000211,2.0491574
NGS,Natitingou,July,2006,31,22.3,31,22.3,72,ME,1,11535,10.30416,1.37962
NGS,Natitingou,July,2006,31,22.3,31,22.3,72,ME,2,7675,10.30416,1.37962
NGS,Ndali,January,2008,35.2,18.2,31,13.5,0,ME,1,120,9.8592172,2.6998899
NGS,Ndali,January,2008,35.2,18.2,31,13.5,0,ME,2,55,9.8592172,2.6998899
NGS,Ndali,January,2008,35.2,18.2,31,13.5,0,ME,3,148,9.8592172,2.6998899
NGS,Parakou,January,2008,35.2,18.2,31,13.5,0,ME,1,15,9.33716,2.63031
NGS,Parakou,January,2008,35.2,18.2,31,13.5,0,ME,2,16,9.33716,2.63031
SGS,Bassila,January,2008,35.2,18.2,31,13.5,0,ME,1,46,9.00814,1.6654
SGS,Bassila,October,2008,35.2,18.2,31,13.5,0,ME,2,1498,9.00814,1.6654
SGS,Bassila,December,2009,35.2,18.2,31,13.5,0,ME,3,101,9.00814,1.6654
NGS,Natitingou,September,2006,30.3,20.8,30.3,20.8,295.5,ME,1,2358,10.30416,1.37962
NGS,Natitingou,September,2006,30.3,20.8,30.3,20.8,295.5,ME,2,1690,10.30416,1.37962
NGS,Natitingou,August,2006,29.7,22.1,29.7,22.1,253,ME,1,2973,10.30416,1.37962
NGS,Natitingou,August,2006,29.7,22.1,29.7,22.1,253,ME,2,2787,10.30416,1.37962
FSM,Ketou,November,2008,34.4,24.1,25.7,47.4,0,ME,1,176,7.36332,2.59978
FSM,Ketou,November,2008,34.4,24.1,25.7,47.4,0,ME,2,174,7.36332,2.59978
FSM,Lalo,November,2008,34.4,24.1,25.7,47.4,7.5,ME,1,159,6.9300647,1.8785304
FSM,Lalo,November,2008,34.4,24.1,25.7,47.4,7.5,ME,2,90,6.9300647,1.8785304
